SK_ID_CURR,PREDICT
101897.0,0.73
101901.0,1.0
101903.0,0.96
101920.0,0.73
101921.0,0.98
101922.0,0.9
101961.0,0.87
101962.0,0.86
101971.0,0.72
101976.0,1.0
102002.0,1.0
102005.0,0.87
102007.0,0.98
102017.0,0.95
102019.0,0.99
102029.0,0.93
102051.0,0.82
102052.0,0.93
102054.0,0.77
102062.0,0.97
102067.0,0.92
102068.0,0.85
102070.0,0.78
102090.0,0.75
102092.0,0.98
102099.0,0.94
102100.0,0.92
102112.0,1.0
102113.0,0.96
102122.0,0.85
102123.0,0.62
102125.0,0.88
102126.0,0.95
102146.0,0.95
102147.0,0.95
102151.0,0.98
102158.0,1.0
102159.0,0.99
102162.0,0.97
102165.0,0.83
102166.0,0.98
102174.0,0.95
102193.0,0.98
102198.0,0.93
102205.0,1.0
102206.0,0.94
102218.0,1.0
102221.0,1.0
102230.0,0.89
102238.0,0.92
102248.0,0.89
102252.0,0.92
102259.0,0.79
102262.0,0.85
102273.0,0.86
102286.0,0.85
102293.0,0.91
102294.0,0.96
102296.0,0.78
102298.0,0.96
102303.0,1.0
102309.0,0.94
102315.0,0.82
102340.0,0.84
102342.0,0.9
102344.0,0.94
102346.0,0.96
102347.0,0.88
102374.0,0.95
102380.0,0.84
102387.0,0.82
102393.0,1.0
102403.0,0.93
102413.0,0.94
102414.0,0.88
102415.0,0.9
102416.0,0.99
102439.0,0.98
102441.0,0.93
102443.0,0.84
102444.0,0.85
102445.0,1.0
102448.0,0.97
102449.0,0.98
102450.0,1.0
102456.0,0.96
102458.0,0.95
102459.0,0.99
102465.0,0.93
102470.0,0.82
102471.0,0.92
102475.0,0.82
102476.0,0.88
102506.0,0.87
102509.0,0.93
102519.0,0.97
102522.0,0.99
102545.0,0.76
102549.0,0.95
102562.0,0.91
102563.0,0.79
102568.0,0.93
102582.0,1.0
102592.0,0.8
102597.0,0.98
102605.0,0.78
102614.0,0.87
102617.0,0.99
102634.0,0.92
102652.0,0.96
102655.0,0.7
102671.0,0.94
102694.0,0.93
102701.0,0.87
102703.0,0.89
102704.0,0.98
102713.0,0.94
102720.0,0.85
102731.0,0.98
102733.0,0.85
102749.0,0.86
102755.0,0.97
102763.0,0.83
102770.0,0.86
102772.0,0.94
102799.0,0.85
102838.0,0.93
102854.0,0.98
102862.0,0.94
102863.0,0.91
102867.0,0.96
102868.0,0.97
102878.0,0.97
102887.0,0.97
102898.0,0.92
102904.0,1.0
102912.0,1.0
102919.0,0.95
102927.0,0.92
102932.0,1.0
102933.0,0.99
102935.0,0.88
102958.0,1.0
102969.0,0.91
102971.0,0.92
102975.0,0.66
102979.0,0.99
102982.0,0.97
102987.0,0.94
102989.0,0.84
102995.0,0.97
102996.0,0.78
103000.0,0.74
103001.0,0.93
103004.0,1.0
103010.0,0.98
103025.0,0.99
103029.0,0.71
103046.0,0.96
103056.0,0.95
103062.0,0.89
103078.0,0.87
103083.0,0.86
103092.0,0.99
103096.0,0.89
103097.0,0.99
103102.0,1.0
103112.0,0.68
103132.0,0.86
103144.0,0.96
103145.0,1.0
103146.0,0.95
103147.0,0.73
103158.0,0.94
103171.0,0.98
103173.0,0.84
103184.0,1.0
103195.0,1.0
103196.0,0.89
103206.0,0.94
103230.0,0.88
103231.0,0.98
103232.0,0.89
103239.0,0.91
103240.0,0.82
103243.0,0.9
103252.0,0.91
103258.0,0.81
103259.0,1.0
103279.0,0.58
103280.0,0.98
103286.0,0.96
103287.0,0.94
103290.0,0.96
103298.0,0.84
103315.0,0.81
103319.0,0.76
103334.0,0.91
103336.0,0.99
103345.0,0.91
103368.0,0.93
103371.0,0.97
103377.0,0.87
103398.0,0.99
103404.0,0.95
103408.0,0.7
103410.0,0.91
103418.0,0.92
103420.0,0.98
103432.0,0.79
103433.0,0.91
103436.0,0.82
103440.0,0.97
103453.0,0.91
103459.0,0.79
103460.0,0.99
103461.0,0.87
103462.0,0.96
103473.0,1.0
103474.0,1.0
103475.0,0.86
103478.0,0.95
103480.0,0.99
103484.0,0.84
103494.0,0.89
103513.0,0.86
103515.0,1.0
103516.0,1.0
103525.0,0.88
103541.0,0.94
103544.0,0.78
103562.0,0.96
103570.0,0.98
103572.0,0.98
103574.0,0.97
103575.0,0.93
103591.0,1.0
103594.0,0.96
103609.0,0.69
103613.0,0.95
103614.0,0.77
103615.0,0.94
103624.0,0.93
103625.0,0.99
103628.0,0.95
103629.0,0.93
103647.0,0.75
103648.0,0.95
103651.0,0.95
103658.0,0.95
103668.0,0.95
103669.0,0.84
103676.0,0.97
103682.0,0.96
103683.0,0.9
103689.0,0.98
103725.0,0.88
103733.0,0.91
103744.0,0.97
103762.0,1.0
103771.0,0.95
103773.0,0.88
103783.0,0.99
103784.0,0.96
103808.0,0.86
103812.0,0.94
103813.0,0.93
103814.0,0.92
103818.0,1.0
103824.0,0.99
103828.0,0.8
103830.0,0.9
103840.0,0.94
103842.0,0.9
103847.0,1.0
103848.0,1.0
103851.0,0.68
103854.0,0.77
103857.0,0.94
103861.0,0.88
103862.0,0.86
103865.0,0.96
103870.0,0.93
103876.0,0.97
103891.0,0.97
103908.0,0.93
103914.0,0.87
103918.0,1.0
103940.0,0.87
103963.0,0.96
103966.0,0.98
103971.0,0.98
103980.0,0.99
103984.0,0.87
103985.0,0.94
103998.0,0.98
104019.0,0.95
104026.0,0.95
104035.0,0.97
104044.0,0.97
104045.0,0.76
104047.0,0.92
104051.0,0.97
104058.0,0.97
104063.0,0.91
104066.0,0.94
104087.0,0.72
104089.0,0.84
104095.0,0.99
104098.0,0.82
104104.0,0.85
104110.0,0.88
104120.0,0.94
104122.0,0.94
104131.0,0.73
104132.0,0.91
104135.0,0.94
104136.0,1.0
104149.0,0.96
104150.0,0.98
104156.0,0.83
104165.0,0.99
104175.0,0.91
104179.0,0.99
104184.0,0.95
104206.0,0.93
104216.0,0.86
104230.0,1.0
104257.0,0.74
104272.0,0.88
104273.0,0.83
104278.0,0.86
104294.0,0.99
104295.0,0.98
104297.0,0.85
104298.0,0.96
104308.0,0.9
104318.0,0.93
104319.0,0.97
104320.0,0.93
104327.0,0.84
104334.0,0.95
104344.0,0.92
104350.0,0.95
104351.0,0.97
104354.0,0.94
104369.0,0.92
104376.0,0.84
104381.0,0.92
104384.0,0.99
104391.0,0.72
104394.0,0.75
104398.0,0.86
104402.0,0.89
104408.0,0.99
104409.0,0.95
104410.0,0.99
104412.0,0.82
104417.0,0.62
104424.0,0.92
104426.0,0.94
104435.0,0.97
104445.0,0.92
104458.0,0.93
104460.0,1.0
104466.0,0.97
104472.0,0.95
104473.0,0.96
104479.0,0.84
104480.0,0.75
104482.0,0.98
104499.0,0.93
104501.0,0.85
104502.0,0.98
104506.0,0.9
104510.0,0.82
104512.0,0.93
104520.0,0.98
104528.0,0.99
104529.0,0.96
104541.0,0.95
104578.0,0.9
104584.0,0.87
104588.0,0.92
104602.0,0.94
104610.0,0.94
104611.0,1.0
104618.0,0.99
104620.0,0.95
104622.0,0.85
104624.0,0.93
104625.0,0.97
104634.0,0.89
104639.0,1.0
104646.0,0.97
104647.0,0.96
104652.0,0.89
104670.0,0.96
104677.0,0.92
104685.0,0.96
104691.0,0.98
104696.0,0.91
104699.0,0.95
104712.0,0.95
104714.0,0.99
104717.0,0.87
104718.0,0.85
104740.0,0.91
104741.0,0.97
104743.0,0.7
104744.0,0.83
104747.0,1.0
104767.0,0.97
104772.0,1.0
104776.0,1.0
104779.0,0.97
104814.0,0.92
104815.0,0.86
104830.0,0.91
104831.0,0.99
104833.0,0.88
104839.0,0.87
104840.0,0.88
104860.0,0.84
104861.0,0.88
104866.0,0.82
104870.0,0.94
104877.0,0.83
104878.0,0.93
104879.0,1.0
104880.0,0.98
104899.0,0.96
104906.0,0.64
104907.0,0.91
104913.0,0.87
104916.0,1.0
104921.0,0.91
104930.0,0.95
104931.0,0.89
104936.0,0.92
104937.0,0.61
104942.0,0.98
104943.0,0.98
104969.0,1.0
104972.0,0.95
104988.0,0.99
105013.0,0.86
105015.0,0.96
105019.0,0.94
105027.0,0.94
105030.0,0.96
105035.0,0.98
105041.0,0.89
105051.0,0.95
105056.0,0.92
105067.0,0.97
105071.0,0.99
105072.0,0.81
105074.0,1.0
105091.0,1.0
105101.0,0.95
105103.0,0.91
105134.0,0.99
105139.0,0.99
105142.0,0.95
105146.0,0.68
105163.0,0.84
105168.0,0.92
105172.0,0.81
105176.0,1.0
105195.0,0.98
105196.0,0.98
105197.0,0.96
105203.0,0.87
105223.0,0.97
105227.0,0.99
105228.0,0.83
105230.0,0.96
105231.0,0.92
105239.0,0.89
105242.0,1.0
105244.0,0.99
105245.0,0.92
105248.0,0.76
105249.0,0.94
105266.0,1.0
105271.0,0.99
105276.0,1.0
105282.0,1.0
105292.0,0.82
105297.0,0.76
105332.0,0.96
105333.0,0.62
105343.0,0.73
105344.0,0.76
105345.0,0.86
105357.0,0.99
105359.0,0.93
105366.0,0.99
105367.0,0.93
105370.0,0.72
105377.0,0.99
105390.0,1.0
105399.0,0.93
105403.0,0.98
105404.0,0.85
105414.0,0.91
105417.0,0.83
105425.0,1.0
105452.0,0.93
105454.0,1.0
105456.0,0.95
105470.0,0.81
105471.0,0.59
105483.0,0.84
105493.0,1.0
105508.0,0.97
105514.0,0.93
105515.0,0.64
105528.0,0.99
105529.0,0.95
105531.0,0.82
105532.0,0.75
105558.0,0.64
105574.0,0.85
105578.0,0.91
105584.0,1.0
105595.0,0.99
105617.0,0.95
105618.0,0.96
105621.0,0.99
105625.0,0.89
105629.0,0.98
105630.0,0.98
105634.0,0.91
105635.0,0.93
105641.0,0.96
105647.0,0.97
105648.0,0.85
105655.0,0.93
105657.0,0.95
105672.0,0.99
105678.0,0.99
105682.0,0.99
105691.0,0.97
105692.0,0.71
105706.0,0.92
105712.0,0.9
105720.0,0.87
105734.0,0.88
105735.0,1.0
105736.0,1.0
105737.0,0.73
105738.0,0.96
105740.0,0.93
105744.0,0.67
105747.0,0.96
105749.0,0.94
105754.0,0.97
105758.0,0.8
105760.0,0.83
105767.0,0.96
105784.0,1.0
105791.0,0.85
105802.0,0.96
105807.0,0.89
105809.0,0.75
105816.0,0.97
105817.0,0.79
105824.0,0.99
105832.0,0.84
105856.0,0.97
105865.0,0.97
105899.0,0.95
105906.0,0.78
105916.0,0.94
105923.0,0.97
105937.0,0.86
105965.0,0.96
105966.0,0.94
105968.0,0.88
105973.0,0.98
105976.0,0.93
105978.0,0.99
105979.0,0.84
105991.0,0.95
105998.0,0.69
105999.0,0.97
106000.0,0.97
106001.0,0.93
106010.0,0.98
106011.0,0.68
106013.0,1.0
106015.0,0.94
106026.0,0.89
106032.0,0.9
106035.0,0.95
106040.0,0.87
106041.0,0.96
106044.0,0.77
106053.0,0.71
106054.0,0.72
106065.0,0.86
106081.0,0.88
106083.0,0.97
106087.0,0.97
106090.0,0.96
106101.0,0.91
106102.0,0.88
106109.0,0.78
106116.0,0.99
106150.0,0.7
106155.0,0.94
106166.0,0.95
106176.0,0.98
106189.0,1.0
106199.0,0.98
106205.0,0.78
106206.0,0.68
106211.0,0.83
106214.0,0.98
106216.0,0.95
106217.0,1.0
106225.0,0.6
106249.0,0.78
106256.0,1.0
106258.0,0.96
106261.0,0.85
106262.0,0.85
106264.0,0.92
106271.0,0.84
106276.0,0.92
106277.0,0.98
106286.0,0.82
106293.0,0.89
106295.0,0.94
106296.0,0.96
106297.0,0.88
106298.0,1.0
106311.0,0.92
106314.0,0.93
106320.0,0.97
106334.0,0.95
106346.0,0.98
106347.0,0.8
106349.0,0.99
106354.0,0.86
106360.0,0.68
106373.0,0.98
106377.0,0.91
106386.0,1.0
106387.0,0.97
106391.0,0.89
106401.0,0.95
106411.0,0.99
106413.0,0.86
106426.0,0.78
106427.0,0.88
106428.0,0.79
106434.0,0.93
106438.0,0.88
106440.0,0.94
106441.0,0.97
106452.0,0.96
106453.0,1.0
106454.0,0.88
106457.0,0.99
106484.0,0.93
106488.0,0.82
106491.0,0.99
106514.0,0.97
106527.0,0.71
106528.0,0.9
106529.0,0.85
106534.0,0.96
106550.0,0.99
106577.0,0.82
106585.0,0.91
106590.0,0.89
106607.0,0.96
106610.0,0.88
106611.0,0.92
106612.0,0.99
106624.0,0.96
106631.0,0.81
106647.0,0.99
106660.0,0.99
106674.0,0.92
106687.0,0.89
106712.0,0.87
106713.0,0.84
106717.0,0.84
106720.0,0.85
106721.0,0.81
106724.0,0.94
106735.0,1.0
106739.0,0.91
106740.0,0.98
106754.0,0.83
106760.0,0.98
106761.0,1.0
106784.0,0.97
106787.0,0.96
106797.0,1.0
106798.0,0.82
106802.0,0.99
106803.0,0.71
106804.0,1.0
106805.0,0.99
106810.0,0.91
106812.0,0.83
106813.0,0.99
106817.0,0.66
106822.0,0.98
106823.0,1.0
106827.0,0.91
106841.0,0.98
106851.0,0.77
106852.0,0.96
106853.0,0.96
106854.0,0.99
106861.0,0.96
106873.0,0.94
106877.0,0.94
106878.0,0.94
106881.0,0.9
106900.0,0.84
106906.0,0.78
106907.0,0.88
106914.0,0.95
106916.0,0.95
106924.0,0.87
106931.0,0.75
106936.0,0.98
106937.0,0.94
106938.0,0.99
106939.0,0.93
106943.0,0.97
106944.0,0.81
106967.0,0.95
106980.0,0.98
106986.0,0.81
106987.0,1.0
106990.0,0.93
107013.0,0.75
107023.0,0.93
107033.0,0.71
107037.0,0.94
107048.0,0.97
107071.0,0.91
107081.0,0.79
107113.0,0.97
107130.0,0.99
107131.0,0.88
107145.0,0.92
107156.0,1.0
107219.0,0.9
107222.0,0.97
107223.0,0.98
107232.0,1.0
107245.0,0.98
107246.0,0.75
107247.0,0.88
107256.0,0.93
107259.0,0.8
107260.0,0.85
107279.0,0.94
107280.0,0.98
107281.0,0.74
107285.0,0.8
107329.0,0.94
107337.0,0.97
107349.0,0.74
107350.0,0.94
107351.0,0.8
107359.0,0.95
107391.0,1.0
107394.0,0.88
107395.0,0.87
107406.0,0.89
107416.0,1.0
107417.0,0.99
107418.0,0.93
107419.0,0.89
107444.0,0.95
107445.0,0.94
107446.0,0.87
107460.0,0.99
107470.0,0.84
107475.0,0.93
107520.0,0.96
107526.0,0.87
107527.0,0.82
107530.0,0.73
107532.0,0.96
107534.0,0.83
107535.0,0.94
107554.0,0.96
107556.0,0.74
107559.0,0.99
107561.0,0.87
107564.0,0.69
107566.0,1.0
107571.0,0.97
107590.0,0.97
107602.0,0.96
107625.0,0.99
107626.0,0.9
107635.0,0.93
107636.0,0.78
107645.0,0.9
107652.0,0.99
107655.0,0.86
107668.0,0.88
107670.0,0.98
107677.0,0.72
107680.0,0.94
107683.0,0.92
107684.0,0.81
107691.0,0.83
107692.0,0.96
107703.0,0.95
107709.0,0.93
107710.0,0.77
107721.0,0.99
107725.0,0.99
107727.0,0.99
107739.0,0.87
107740.0,0.85
107741.0,0.95
107747.0,0.94
107765.0,0.96
107768.0,0.7
107775.0,0.86
107782.0,0.98
107790.0,0.59
107801.0,0.99
107807.0,0.85
107811.0,1.0
107817.0,0.96
107826.0,0.89
107838.0,0.81
107839.0,0.99
107843.0,0.72
107847.0,0.83
107849.0,0.95
107850.0,0.9
107867.0,0.94
107871.0,0.94
107908.0,1.0
107913.0,0.87
107927.0,0.92
107931.0,0.84
107955.0,0.74
107962.0,0.98
107977.0,0.87
107978.0,0.86
107993.0,0.69
108010.0,0.7
108016.0,0.97
108018.0,0.96
108027.0,0.85
108045.0,0.97
108069.0,1.0
108082.0,0.99
108089.0,0.93
108092.0,0.92
108106.0,0.95
108112.0,0.99
108120.0,0.9
108122.0,0.99
108135.0,0.93
108170.0,0.93
108171.0,0.98
108177.0,0.7
108180.0,1.0
108183.0,0.87
108184.0,0.79
108185.0,0.99
108192.0,0.97
108195.0,0.93
108196.0,0.98
108218.0,0.84
108219.0,0.81
108243.0,1.0
108249.0,0.89
108251.0,0.91
108274.0,0.8
108280.0,0.98
108289.0,0.98
108292.0,0.83
108295.0,0.88
108327.0,0.89
108332.0,0.82
108346.0,0.9
108349.0,0.92
108353.0,0.93
108362.0,0.95
108363.0,0.86
108377.0,0.81
108378.0,1.0
108381.0,0.84
108383.0,0.98
108390.0,0.98
108407.0,0.65
108408.0,0.6
108411.0,0.71
108412.0,0.97
108419.0,0.98
108436.0,0.84
108437.0,0.99
108438.0,0.99
108441.0,0.9
108448.0,0.98
108449.0,0.96
108466.0,0.99
108467.0,0.99
108473.0,0.81
108474.0,1.0
108476.0,0.94
108479.0,0.97
108486.0,0.91
108493.0,0.8
108501.0,0.84
108506.0,0.94
108510.0,0.87
108511.0,0.77
108514.0,0.94
108517.0,0.97
108519.0,0.78
108522.0,0.99
108548.0,1.0
108554.0,0.87
108555.0,0.93
108559.0,1.0
108562.0,0.99
108571.0,0.9
108572.0,0.94
108579.0,0.91
108583.0,0.97
108584.0,0.94
108592.0,0.89
108602.0,0.91
108609.0,0.96
108613.0,0.86
108616.0,0.92
108618.0,0.98
108620.0,0.94
108643.0,0.83
108649.0,0.93
108654.0,0.96
108655.0,0.89
108656.0,0.95
108667.0,0.98
108668.0,0.84
108682.0,0.89
108690.0,0.9
108691.0,0.72
108692.0,0.78
108695.0,0.98
108699.0,0.85
108710.0,0.99
108718.0,0.99
108739.0,0.83
108740.0,0.89
108741.0,0.92
108742.0,1.0
108763.0,0.9
108767.0,0.93
108769.0,1.0
108779.0,0.99
108788.0,1.0
108801.0,0.93
108802.0,1.0
108810.0,0.97
108811.0,1.0
108813.0,0.64
108814.0,0.87
108825.0,1.0
108826.0,0.98
108830.0,1.0
108834.0,0.86
108852.0,0.84
108887.0,0.83
108901.0,0.74
108908.0,0.84
108910.0,0.6
108920.0,0.91
108922.0,0.88
108929.0,1.0
108930.0,0.98
108937.0,0.94
108938.0,0.76
108943.0,0.8
108948.0,0.88
108953.0,0.95
108956.0,0.95
108965.0,0.73
108985.0,1.0
108986.0,0.96
108987.0,0.95
108990.0,0.72
108991.0,0.97
108993.0,0.99
109000.0,0.99
109001.0,0.88
109012.0,0.9
109014.0,1.0
109015.0,0.98
109021.0,0.85
109037.0,0.89
109042.0,0.99
109044.0,0.93
109046.0,0.89
109064.0,0.84
109084.0,0.82
109086.0,0.93
109092.0,0.86
109093.0,0.95
109100.0,0.84
109101.0,0.75
109110.0,0.77
109114.0,0.99
109126.0,0.97
109152.0,0.95
109162.0,0.89
109167.0,0.97
109168.0,1.0
109169.0,0.84
109179.0,0.94
109184.0,0.85
109191.0,0.92
109192.0,0.92
109193.0,0.86
109196.0,0.75
109206.0,0.83
109210.0,0.84
109244.0,1.0
109249.0,0.88
109273.0,0.85
109276.0,0.98
109281.0,0.62
109287.0,0.88
109297.0,1.0
109298.0,0.99
109306.0,0.99
109309.0,0.96
109321.0,0.82
109328.0,0.92
109336.0,0.78
109342.0,0.96
109346.0,0.84
109347.0,0.98
109348.0,0.78
109362.0,0.98
109363.0,0.76
109367.0,0.92
109370.0,0.86
109393.0,0.96
109405.0,0.79
109413.0,1.0
109414.0,0.9
109421.0,0.93
109427.0,0.85
109428.0,0.85
109429.0,0.96
109437.0,1.0
109443.0,0.93
109461.0,0.96
109468.0,0.81
109469.0,0.9
109471.0,1.0
109479.0,0.97
109484.0,0.72
109501.0,0.86
109505.0,0.95
109535.0,0.88
109539.0,0.78
109544.0,0.85
109545.0,0.96
109551.0,0.82
109553.0,0.85
109555.0,0.93
109561.0,0.96
109580.0,0.84
109583.0,0.96
109593.0,0.71
109604.0,0.95
109620.0,0.86
109635.0,0.74
109637.0,0.95
109638.0,0.93
109642.0,0.95
109649.0,0.75
109652.0,0.68
109656.0,0.81
109663.0,0.98
109696.0,0.94
109700.0,0.96
109709.0,0.9
109735.0,0.65
109740.0,0.91
109741.0,0.99
109749.0,0.96
109764.0,0.89
109771.0,0.79
109772.0,0.93
109773.0,1.0
109798.0,0.87
109802.0,0.86
109804.0,0.86
109813.0,0.99
109818.0,0.86
109848.0,0.91
109850.0,0.9
109851.0,0.94
109855.0,0.95
109871.0,0.92
109877.0,0.87
109883.0,0.96
109886.0,0.99
109905.0,0.99
109936.0,0.92
109950.0,0.94
109958.0,0.98
109959.0,0.95
109969.0,0.97
109971.0,0.9
109984.0,0.89
109985.0,0.98
109988.0,0.91
109992.0,0.93
110005.0,0.97
110009.0,0.94
110011.0,0.98
110014.0,0.86
110026.0,0.97
110042.0,1.0
110058.0,0.99
110069.0,0.88
110080.0,0.96
110087.0,0.8
110091.0,0.86
110094.0,0.97
110098.0,0.98
110105.0,0.98
110117.0,0.86
110136.0,1.0
110138.0,0.94
110149.0,0.98
110164.0,0.97
110202.0,0.9
110212.0,0.96
110226.0,0.72
110236.0,0.96
110249.0,0.88
110257.0,0.85
110258.0,0.95
110277.0,0.89
110282.0,0.73
110284.0,0.91
110286.0,0.94
110289.0,0.75
110304.0,0.95
110319.0,0.84
110324.0,1.0
110326.0,0.91
110335.0,0.88
110337.0,1.0
110338.0,0.87
110343.0,1.0
110345.0,0.99
110347.0,0.98
110355.0,0.94
110359.0,0.67
110360.0,0.99
110364.0,0.99
110371.0,0.91
110372.0,0.94
110376.0,1.0
110379.0,0.94
110380.0,0.99
110393.0,0.98
110401.0,0.88
110406.0,0.97
110411.0,0.98
110416.0,0.69
110420.0,0.67
110443.0,0.99
110465.0,0.67
110468.0,1.0
110469.0,0.83
110471.0,0.99
110487.0,0.98
110491.0,1.0
110504.0,0.99
110547.0,0.93
110550.0,0.9
110559.0,0.93
110578.0,0.94
110582.0,0.97
110590.0,0.95
110598.0,0.81
110601.0,0.94
110602.0,0.98
110604.0,0.95
110625.0,0.66
110626.0,1.0
110636.0,0.92
110637.0,0.91
110638.0,1.0
110646.0,0.75
110648.0,0.91
110652.0,0.92
110681.0,0.94
110682.0,0.91
110687.0,1.0
110691.0,0.99
110694.0,0.85
110695.0,0.89
110696.0,0.9
110708.0,0.86
110710.0,0.69
110717.0,0.99
110730.0,0.93
110740.0,0.97
110742.0,0.96
110747.0,0.92
110761.0,0.9
110766.0,0.96
110769.0,0.97
110774.0,0.98
110803.0,0.97
110805.0,0.98
110809.0,0.97
110827.0,0.82
110832.0,0.93
110839.0,0.95
110859.0,0.98
110861.0,0.8
110863.0,0.86
110865.0,0.98
110881.0,0.91
110889.0,0.96
110891.0,0.94
110894.0,0.94
110895.0,0.96
110907.0,0.92
110914.0,1.0
110933.0,0.96
110934.0,0.94
110937.0,0.9
110953.0,0.92
110954.0,0.97
110958.0,0.98
110970.0,0.98
110974.0,0.89
110977.0,0.95
110989.0,0.97
110993.0,0.98
110994.0,0.99
111018.0,0.97
111019.0,0.94
111030.0,0.73
111032.0,1.0
111041.0,0.85
111045.0,0.83
111048.0,0.87
111052.0,0.82
111070.0,1.0
111084.0,0.88
111091.0,0.97
111104.0,0.93
111108.0,0.96
